Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Goober,07-01-LG,2,2019-09-17,B,LRxGR,M,G1,IGDB,2018-04-15,2019-07-02,2020-02-03,216 days,GD,Success,Success,14:56:17,0:17:43,,1.0,5.0,1.0,,,2.0,handler just used dog's name,,2.0,2.0,2.0,3.0,,,4.0,,,1.0,,,1.0,1.0,,"dog wouldn't stay down, dog very slow to sit. dog very stressed",,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,4,1,4.0,4.0,3.0,3.0,4.0,5.0,,,,4.0,dog broke sit and  moved towards the handler,,Both,3.0,1.0,3.0,,2.0,,,7.0,4.0,,"dog wouldn't come back initially, picked up sticker for a chase and eventually came back for a treat.",,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,2.0,2.0,2.0,1.0,No,,dog was looking for dog nuts that were dropped earlier by accessor,4.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,3.5,12.0,1.5,8.0,2.0,4.0,3.5,3.5,3.5,3.5,144,3.0,48.0,-0.5,3.0,72.0,5.5,28.0,3.0,8.0,-2.0,2.75,54.0,1.25,2.0,2.6666666666666665,12.0,1.5,2.0,1.5,2.0,2.0,3.0,2.3333333333333335,8.0,0.0,3.0,24.0
Gav,07-12-LG,1,2019-08-21,A,LRxGR,M,G1,IGDB,2018-04-15,2019-06-16,2020-01-28,226 days,AD,Success,Success,13:37:19,0:17:07,,2.0,5.0,1.0,,,1.0,,,3.0,2.0,2.0,2.0,"Very rare pull for distractions only, and even then very mild. The walking initiative changed a lot - ranging from walking behind to walking beside and ahead. However, he walked at handlers side more than anything else",,3.0,Quite distracted - looking for treats in handlers hands and sniffing the platform. Slightly activated. Maintained for the most part. There was a break at the end - handler and assessor decide to continue with a sit from then on ,,1.0,"Broke sit and walked off the platform, then when asked to sit again he lay down. Lay down, handler continued once that own was broken. Broke a couple times again. ",,1.0,1.0,, ,,4.0,2.0,No,No,,Started off being more co-operative. But broke half way through and looked like he wanted to jump off but he still allowed the body check to continue with handler support. ,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,3,2,4,1,3,2.0,4.0,6.0,2.0,5.0,4.0,,,,5.0,Unsettled and jumping up at handler after sitting for a short while ,,Both,3.0,3.0,5.0,,4.0,,,6.0,1.0,,,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,2.0,3.0,,3.0,Initially interacts calmly with a wagging tail but quickly loses interest and begins exploring (does return),,5.0,1.0,1.0,2.0,4.0,No,,,4.0,,,,6.0,,Immediately ran toward the bucket but not fearful - more inquisitive and excited activation,,,,,,,,,,,,1.5,2.0,2.0,4.0,3.5,10.0,1.5,6.0,1.6666666666666667,3.0,3.0,1.8333333333333333,0.0,2.5,24,3.75,144.0,1.25,4.25,300.0,3.5,6.0,1.0,1.0,0.0,2.25,16.0,1.75,4.0,2.3333333333333335,9.0,2.0,3.0,2.5,6.0,2.5,6.0,3.6666666666666665,40.0,0.0,3.3333333333333335,36.0
Gav,07-12-LG,2,2019-10-14,A,LRxGR,M,G1,IGDB,2018-04-15,2019-06-16,2020-01-28,226 days,AD,Success,Success,14:01:53,0:17:41,,2.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,2.0,,,3.0,,,3.0,,,1.0,1.0,,Handler remarks on body sensitivity. Breaks consistently even with constant handler support,,4.0,4.0,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,1,2,2.0,2.0,4.0,2.0,3.0,6.0,,,,4.0,Lifted hind quarters briefly and then composed himself. Did jump up once on the initial seeing the kong but modulated quickly ,,Both,3.0,3.0,4.0,,2.0,Initially picked up the kong and walked around for a while to find a place to settle with it - definitely would have entered crate if open. After moving around for a while with the kong in his mouth he settles by his handlers feet.,,5.0,1.0,,,,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,,Doesnt lay down but sat very calmly - good self modulation. ,,1.0,1.0,3.0,,4.0,While happy and keeps close to handler - not overly interested in play at all,,4.0,3.0,1.0,1.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,2.3333333333333335,9.0,4.0,1.1666666666666667,2.5,2.25,18,2.5,32.0,0.25,3.25,96.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.5,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,2.0,3.6666666666666665,48.0
Gilli,07-15-LG,1,2019-08-21,A,LRxGR,F,G1,IGDB,2018-04-15,2019-07-29,2019-10-01,64 days,W,Fail,Fail,14:45:51,0:12:40,,1.0,5.0,1.0,Went into crate and settled into a sit for a while. ,,1.0,,,3.0,3.0,2.0,2.0,Handler remarks on Gilli perhaps needing the toilet. ,,3.0,Backs away here and there. might need toilet - handler remarks on dog passing wind,,1.0,Very unsettled sit,,1.0,1.0,,"Refused to go down and only went down a lure. Needing loads of handler support - handler maintained a crouched position next to her the entire time and without this I think she would have still broken even then a few times,.",,4.0,1.0,No,No,,Wanted to jump off the entire time - stood skew on the table and as soon as she got a gap she jumped off,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,,,3,2,2,4,1,2.0,3.0,3.0,3.0,3.0,4.0,,,,4.0,Wanted to jump but modulated well,,Righ,3.0,3.0,2.0,,2.0,,,5.0,1.0,,Very little interest - more interest in the environment,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,No,,Strange reaction - happy to go into crate during the familiarisation process and when she received the kong. But not happy to have the gate closed or to be left in there and for handler to ignore - at all. Very vocal ,,1.0,1.0,1.0,,3.0,More interested in sussing out the environment. Happy to be out and not a fearful response but not interested in play ,,4.0,2.0,3.0,3.0,3.0,No,,,3.0,Happy to have handler back but not interested in physical play,,,4.0,,Slight lift of the head - inquisitive. Quick recovery,,,,,,,,,,,,1.0,1.0,2.5,6.0,3.0,9.0,0.5,3.0,1.6666666666666667,3.0,2.5,2.5,1.8333333333333333,2.75,48,2.25,18.0,-0.5,2.75,48.0,3.0,5.0,1.0,1.0,0.0,2.75,36.0,1.25,2.0,3.3333333333333335,32.0,1.0,1.0,1.0,1.0,2.0,3.0,3.3333333333333335,36.0,-1.0,2.3333333333333335,9.0
Effie,07-13-LE,1,2019-08-21,B,LRx,F,E1,IGDB,2018-03-12,2019-07-30,2020-02-03,188 days,GD,Success,Success,12:47:14,0:15:52,,2.0,4.0,2.0,,,1.0,,,2.0,2.0,1.0,2.0,camera too far over and dog goes out of view a few times,,2.0,,,4.0,,,1.0,1.0,,,,4.0,4.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,used towel instead of tea towel,,1,4,3,4,1,3.0,3.0,3.0,3.0,3.0,5.0,,can't see the dog's food reaction but you can make a judgement by seeing the handler which was due to the camera angle,,2.0,sits calmly,,Left,3.0,1.0,1.0,,2.0,handler steps away from kong/dog but dog doesn't move from the spot,,4.0,1.0,,handler moved toward assessor to give treats to assessor for dog distraction dog ,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,2.0,3.0,2.0,4.0,No,,,5.0,,,,5.0,,,,,,,,,,,,,,2.0,4.0,1.5,2.0,3.0,9.0,1.5,7.0,2.3333333333333335,8.0,4.0,2.5,3.5,3.0,48,2.5,27.0,-0.5,2.0,12.0,2.5,4.0,1.0,1.0,0.0,2.5,27.0,1.25,2.0,3.3333333333333335,32.0,2.0,3.0,2.0,3.0,2.5,4.0,3.3333333333333335,32.0,-1.0,4.0,60.0
Effie,07-13-LE,2,2019-10-10,B,LRx,F,E1,IGDB,2018-03-12,2019-07-30,2020-02-03,188 days,GD,Success,Success,13:14:50,0:17:43,,4.0,2.0,3.0,,,1.0,dog was near handler,,1.0,3.0,2.0,2.0,,,4.0,,,4.0,,,1.0,1.0,,,,4.0,4.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,,,2,3,3,4,2,3.0,3.0,3.0,2.0,2.0,4.0,,,,2.0,"sit, then goes into a down",,Righ,3.0,2.0,1.0,,2.0,,,4.0,1.0,,handler sat in chair with dog off lead on his left.,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,3.0,1.0,5.0,,4.0,,,5.0,1.0,1.0,1.0,1.0,No,,,5.0,,,,4.0,,,,,,,,,,,,,,3.5,12.0,2.5,6.0,2.0,4.0,-0.5,-2.0,3.0,16.0,4.0,2.5,0.3333333333333333,3.0,72,2.75,54.0,-0.25,2.0,12.0,2.5,4.0,1.0,1.0,0.0,1.0,1.0,1.25,2.0,1.0,1.0,4.0,15.0,3.0,5.0,2.5,4.0,2.3333333333333335,5.0,0.0,4.666666666666667,100.0
Harvey,08-02-LH,1,2019-09-18,A,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-01-28,160 days,AD,Success,Success,14:21:40,0:11:56,,2.0,5.0,1.0,,,1.0,,,2.0,1.0,1.0,2.0,Does fall back but more around corners - more consistently a walk at heel,,4.0,Slightly scent distracted. Platform not used. Maintained,,2.0,At the end he goes into a down without being requested to do so. Assessor and handler move on at this point. ,,4.0,3.0,,"Not asked to lie down, but maintains down well thereafter. ",,2.0,3.0,No,No,,Very hesitant jump up. Handler uses food lure and hoists rear end to assist him up.,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Second attempt the tea towel was placed higher up - he was not phased at all with the second attempt. ,,2,2,2,4,2,2.0,2.0,4.0,2.0,2.0,4.0,,,,4.0,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,,Righ,4.0,1.0,1.0,,2.0,,,6.0,3.0,,Doesnt notice dog at first but as soon as he does he goes toward it immediately.,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,No,,Wasnt sure if whining was associated with this dog or with the crated dog (for dog distraction) but the whining stopped as soon as he was out and only happened during this session ,,1.0,1.0,3.0,,4.0,,,3.0,4.0,1.0,,1.0,No,,Not sure where the whining is coming from. ,4.0,,,,4.0,,Slight head tilt and showed a little concern but recovered very quickly,,,,,,,,,,,,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.3333333333333335,32.0,2.5,1.0,0.0,2.5,32,2.5,32.0,0.0,2.75,32.0,4.5,18.0,2.0,3.0,-2.0,2.5,24.0,1.75,6.0,1.6666666666666667,3.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,3.6666666666666665,48.0
Harvey,08-02-LH,2,2019-10-30,A,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-01-28,160 days,AD,Success,Success,15:05:42,0:13:40,,4.0,5.0,1.0,Mostly stayed close to the handler - even while exploring. ,,1.0,,,1.0,1.0,1.0,2.0,,,3.0,No platform used. ,,4.0,,,4.0,3.0,,First attempt I think he was confused - didnt count it as a broken attempt. Slight interest in the environment,,1.0,3.0,No,No,,slight tail tuck,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Low tail carriage,,3,2,2,3,2,2.0,2.0,3.0,2.0,2.0,4.0,,Very mild pull strength,,4.0,Breaks sit and intense staring. No inappropriate behaviour shown. Good modulation,,Left,3.0,2.0,1.0,,2.0,Picks up kong and walks a circle or two around handler but then settles at handlers feet. ,,6.0,2.0,,Loses interest quickly,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,4.0,,4.0,,,4.0,2.0,1.0,1.0,1.0,No,,,4.0,,,,3.0,,More inquisitive at the sight of the bucket than the noise - head slight perked up at the assessor holding the bucket before it was dropped,,,,,,,,,,,,2.5,4.0,1.0,1.0,2.0,4.0,1.0,3.0,3.6666666666666665,48.0,2.0,1.0,1.0,2.5,36,2.25,24.0,-0.25,2.5,24.0,4.0,12.0,1.5,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.0,4.0,1.0,4.0,64.0
Gretel,07-14-LG,1,2019-08-21,B,LRxGR,F,G1,IGDB,2018-04-15,2019-07-21,2019-11-29,131 days,AD,Success,Success,14:17:50,0:13:47,,1.0,5.0,1.0,,,1.0,,,2.0,3.0,2.0,2.0,,,4.0,,,3.0,,,3.0,3.0,,,,1.0,3.0,No,No,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,tea towel on top of body strap for the 1st one and on lower back for the 2nd.   ,,5,4,4,5,4,4.0,4.0,5.0,4.0,5.0,5.0,,,,5.0,dog jumps up at handler once,,None,3.0,3.0,2.0,,2.0,,,5.0,2.0,,handler walked towards the crate and called the dog,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,No,,,,1.0,1.0,1.0,,3.0,,,4.0,3.0,3.0,2.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,2.5,6.0,4.5,20.0,2.0,14.0,3.3333333333333335,36.0,2.0,0.16666666666666666,2.3333333333333335,4.5,400,4.25,320.0,-0.25,3.0,60.0,3.5,10.0,1.5,2.0,-1.0,2.5,27.0,2.5,27.0,3.6666666666666665,48.0,1.0,1.0,1.0,1.0,2.0,3.0,2.3333333333333335,8.0,0.0,2.6666666666666665,12.0
Gretel,07-14-LG,2,2019-10-10,B,LRxGR,F,G1,IGDB,2018-04-15,2019-07-21,2019-11-29,131 days,AD,Success,Success,14:49:44,0:17:26,,2.0,4.0,2.0,handler started moving around,,1.0,,,1.0,2.0,2.0,2.0,occasionally dog will walk ahead for a few seconds,,2.0,,,2.0,,,3.0,2.0,,,,1.0,2.0,No,No,,"dog lifted up onto table, was stressed",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,towel not folded over on 2nd time,,2,4,4,6,3,4.0,4.0,4.0,3.0,4.0,5.0,,,,5.0,sitting during but jumped once when kong was being given to handler,,Left,3.0,1.0,1.0,,2.0,handler has stepped back from dog,,4.0,1.0,,handler sat on chair an dog was in a down beside him,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,5.0,,,3.0,3.0,2.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,2.0,4.0,2.0,4.0,3.5,12.0,1.5,8.0,2.3333333333333335,12.0,1.5,2.5,2.5,4.0,192,3.75,192.0,-0.25,2.75,30.0,2.5,4.0,1.0,1.0,0.0,1.75,8.0,1.5,4.0,1.3333333333333333,2.0,3.0,8.0,2.5,4.0,3.0,5.0,1.6666666666666667,3.0,1.0,4.333333333333333,80.0
Jojo,08-13-LJ,1,2019-09-23,A,LR,F,J1,IGDB,2018-07-03,2019-08-28,2019-11-29,93 days,AD,Success,Success,14:56:40,0:14:13,,2.0,5.0,1.0,,,2.0,,,2.0,1.0,1.0,2.0,,,2.0,Position of dog during stand no conducive to effect response. ,,4.0,,,2.0,2.0,,Got a bit bored toward the end - hesitant to reassume down position. ,,3.0,3.0,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,,,3,3,3,3,3,3.0,2.0,3.0,3.0,3.0,6.0,,,,5.0,"Whining, jumping up, backing up",,Both,3.0,1.0,1.0,,2.0,,,4.0,1.0,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,No,,,,1.0,1.0,3.0,,4.0,,,3.0,4.0,2.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,3.0,9.0,2.0,8.0,2.6666666666666665,16.0,3.0,1.1666666666666667,0.0,3.0,81,2.75,54.0,-0.25,2.75,30.0,2.5,4.0,1.5,2.0,1.0,3.0,48.0,1.5,3.0,3.0,27.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,3.6666666666666665,48.0
Jojo,08-13-LJ,2,2019-11-14,A,LR,F,J1,IGDB,2018-07-03,2019-08-28,2019-11-29,93 days,AD,Success,Success,14:22:15,0:13:19,,2.0,5.0,1.0,Handler remarks on dog passing wind. Stress?,,1.0,,,2.0,1.0,1.0,2.0,,,2.0,Did well to start with but got bored at the end. ,,3.0,Handler sat. Was distracted by dog in the crate. ,,1.0,1.0,,Very activated by environment. ,,4.0,3.0,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Too distracted by the environment to be worried about the tea towel.,,3,2,1,2,1,2.0,1.0,1.0,1.0,1.0,4.0,,So into handler didnt notice half the distractions,,5.0,"Loads of whining, jumping up at handler and then gets bored and starts exploring",,None,4.0,3.0,5.0,,2.0,Very playful - didnt want to give the kong back as it would mark end of the play session. High energy. ,,8.0,2.0,,Very playful and excited. Not really for the dog per se but just in general. ,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,No,,,,1.0,1.0,5.0,,3.0,,,4.0,3.0,2.0,3.0,1.0,No,,,6.0,Jumps up at handler,,,3.0,,More interested in handler dropping the bucket than the bucket itself,,,,,,,,,,,,1.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,3.5,0.0,0.0,2.0,12,1.25,2.0,-0.75,4.0,200.0,5.0,16.0,1.5,2.0,-1.0,3.0,48.0,1.75,4.0,2.6666666666666665,12.0,3.0,5.0,3.0,5.0,2.0,3.0,2.6666666666666665,12.0,1.0,4.666666666666667,90.0
Harry,08-01-LH,1,2019-09-18,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,Success,Success,13:56:34,0:13:18,,2.0,4.0,1.0,,,2.0,handler walked towards dog and he then went to the handler,,2.0,2.0,2.0,2.0,,,4.0,,,3.0,,,1.0,3.0,,"handler stayed crouched down with dog, ",,1.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,,,,3,3,4,4,4,3.0,4.0,5.0,3.0,3.0,4.0,,,,4.0,"sat, went to nudge kong ",,Righ,4.0,1.0,1.0,,2.0,dog was on a loose lead,,6.0,3.0,,"didn't notice dog immediately as had gone off to have a sniff, once he notice he was gone after the dog",,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,1.0,,3.0,,,2.0,4.0,2.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,3.0,9.0,1.0,5.0,2.6666666666666665,12.0,2.0,2.5,2.1666666666666665,3.5,144,4.0,240.0,0.5,2.75,32.0,4.5,18.0,2.5,6.0,-1.0,1.5,4.0,1.5,3.0,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.3333333333333333,2.0,2.0,2.6666666666666665,12.0
Harry,08-01-LH,2,2019-10-30,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,Success,Success,13:34:19,0:16:23,,1.0,5.0,1.0,,,1.0,,,2.0,2.0,2.0,3.0,,,2.0,,,4.0,handler asks dog twice very quickly together,,1.0,3.0,,,,1.0,3.0,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,tea towel not folded over,,6,5,4,5,3,4.0,3.0,3.0,2.0,3.0,5.0,,,,4.0,sits,,Left,3.0,3.0,2.0,,2.0,,,5.0,2.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,1.0,,1.0,,,5.0,1.0,1.0,1.0,1.0,No,,,1.0,"calmly responds when handler returns, but wouldn't go to handler",,,4.0,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,2.5,6.0,0.5,2.0,2.3333333333333335,8.0,2.0,1.8333333333333333,2.5,5.0,600,3.25,108.0,-1.75,2.75,48.0,3.5,10.0,1.5,2.0,-1.0,1.0,1.0,1.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3333333333333335,5.0,0.0,1.0,1.0
Irrie,09-01-LI,1,2019-10-02,A,LRxGR,F,I1,IGDB,2018-06-28,2019-09-04,2020-07-27,327 days,GD,Success,Success,14:43:32,0:17:43,,1.0,5.0,1.0,Whining - inaudible. Not sure if from this dog or from dog in crate (think the dog in crate). Frantic tail wagging.,,3.0,Was about to come back on first response but then continued exploring and didnt want to go back to the handler.,,3.0,1.0,1.0,3.0,Very scent distracted.,,2.0,Body shaking and edging forward. Seems quite activated - tail shaking. Panting and distracted. ,,1.0,Sat before she stood. Still very scent distracted and unsettled.,,1.0,1.0,,Fell off platform - did not count this as a failed attempt.,,4.0,2.0,No,No,,Needed help jumping up but I dont think this was due to any unwillingness. During check low tail carriage - even tucking slightly at times and a drop in rear posture at times too. ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,Did look once on first attempt but wasnt too bothered about it. ,,6,4,3,2,3,3.0,2.0,3.0,3.0,4.0,6.0,,,,4.0,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,,None,3.0,1.0,1.0,,2.0,,,6.0,2.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,2.0,2.0,No,,"Difficult to tell with whining if it is coming from the dog in the crate, this dog or both dogs and as such difficult to ascertain whether the dog is attention seeking or not..",,1.0,2.0,3.0,,4.0,Reaction to petting ranged from a slight wagging of the tail to indifference as she did spend alot of time exploring and not wanting to go to the handler. ,,3.0,4.0,2.0,,1.0,No,,Goes onto 2nd video. Difficult to know which dog whining was coming from. ,2.0,More interested in assessor with bucket. ,,,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.5,12.0,2.5,11.0,1.3333333333333333,2.0,3.0,0.6666666666666666,0.0,3.75,144,2.75,54.0,-1.0,2.5,24.0,4.0,12.0,2.5,6.0,1.0,2.25,16.0,1.5,3.0,2.0,2.0,2.0,3.0,2.5,6.0,3.0,8.0,2.0,3.0,2.0,3.0,24.0
