Timestamp,Dog code,Data Collection Number,Data Collection Date,Assessor,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
4/30/2020 17:13:09,09-04-LJ,1,2019-10-02,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,1 - Poor (5+ attempts),Breaking with sits,,1 - Poor (5+ attempts),"Shifting weight, standing, moving position. I think very distracted by the dog in the crate who was barking very consistently throughout. ",,1 - Poor (5+ attempts),1 - very unsettled,,,,4 - Willing,3 - Cooperative,No,No,,Slightly more reluctant when back paws are checked but co-operative the rest of the time. ,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,4,2,3,1,5,2,2,4,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,"5 - Overly interested, dog jumps at handler","Edging forward, backing up and going side to side. Small jumps on all fours. Doesnt jump up at handler but still overly interested ",,Both,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"2 - Not interested in other dog, explores environment",3 - does not respond accordingly,,Explored for a long while before strolling up to dog and even then no real interest in the actual dog. When called back thought it was time to play and was jumping around ,,1 - without any encouragement,3 - Occasionally,2 - Rarely,2 - Rarely,1 - Never,1 - Never,1 - Never,NA,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,Does lie down toward the end,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,3 - calmly interacts with the handler,Not a proper isolation as the person filming was watching her with the camera. ,,5 - Constantly,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/1/2020 9:56:52,08-04-LH,2,2019-10-30,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,2 - on the second or more,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,dog sniffed and walked,,4 - Excellent (1 attempts),,,4 - Excellent (1 attempt),,,1 - Poor (5+ attempts),3 - reasonably settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,4,2,3,3,4,3 - sometimes (3-5),2 - mild tension,5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler","dog jump up on to get kong a few times, offers behaviours such as sits and downs  ",,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,"handler steps away from the dog, but dog stays in the same place",,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,handler told dog to wait,,1 - without any encouragement,4 - Mostly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,2 - Rarely,2 - Rarely,1 - Never,1 - Never,No,,,4 - activated approach,,,,5 - moderate reaction,,,,,,,,,,,,,
5/1/2020 10:08:20,09-03-LJ,2,2019-11-20,Allyce,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,Jumped on the examination table a few times but I think this is more because she felt it was what she was supposed to be doing.,,1 - Poor (5+ attempts),Perhaps unsure of what was wanted of her,,3 - Good (2 attempts),Broke stand with sit and handler continued on. Sit not requested.,,3 - Good (2 attempts),2 - slightly unsettled,,"I think she was very distracted by the environment, the movement of the assessors and the dog in the crate barking. She appeared to settle well at one point and even dropped her side into a more settled position but this was short lived. ",,4 - Willing,3 - Cooperative,No,No,,Low tail  carriage ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,First response - checked to see what was on back but then ignored it and carried on as per usual. Second response = no response,,1,2,2,4,1,3,2,3,2 - rare (1-2),3 - moderate tension,"4 - positively looks at person, does not engage with them",,Car was not working/stable - scored on stable car.,,4 - Very interested,changing position - backing up etc. Lifting hindquarters very briefly. No truly inappropriate behaviour shown - good modulation,,None,"3 - Interacts with kong continuously, but calmly",2 - Moves slightly away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,Dog kept on lead - I think she would have taken kong away from handler if she wasnt on lead. Has to follow handler with the kong when it is taken back for this reason too. ,,"4 - Moderately interested in other  dog, moves towards dog after sometime",2 - on the second command or more,,Does come back on her own but then continues exploring ,,1 - without any encouragement,1 - Never,4 - Mostly,4 - Mostly,2 - Rarely,1 - Never,2 - Rarely,4 - Mostly,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,3 - calmly interacts with the handler,,,4 - Mostly,1 - Never,2 - Rarely,2 - Rarely,2 - Rarely,No,,,4 - activated approach,Rolls on back playfully,,,3 - Indifferent,,Indifferent to noise - inquisitive of bucket,,,,,,,,,,,
5/1/2020 10:35:31,09-04-LJ,2,2019-11-20,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,2 - on the second or more,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,Very mild tension if any. At times the dog does walk out ahead of the handler but more consistently walks beside handler.  Quite scent distracted.,,4 - Excellent (1 attempts),Maintained even when slightly distracted,,4 - Excellent (1 attempt),,,4 - Excellent (1 attempt),4 - very settled,,,,3 - Cooperative,4 - Willing,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Second Response - Very briefly turned head at beginning but I think more direction based as she wanted to be looking at something past the gate,,3,4,3,1,3,4,2,4,3 - sometimes (3-5),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,Car not working - scored on stationary car. ,,2 - Mostly interested,Does lift hind quarters briefly when handler began talking. Definitely very engaged with the kong but keeps sitting.,,Left,"3 - Interacts with kong continuously, but calmly",2 - Moves slightly away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,Dog kept on lead - otherwise may have wondered off with the kong as she does pick the kong up and begin walking away. Also for this reason dog has to follow handler to take the kong back. ,,"2 - Not interested in other dog, explores environment",0 - does not leave trainer's side/comes back without being called,,No interest in the dog at all,,1 - without any encouragement,2 - Rarely,2 - Rarely,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,Tail wagging but more interested in exploring the environment,,5 - Constantly,1 - Never,2 - Rarely,4 - Mostly,1 - Never,No,,,3 - calm approach,Happy to see handler but loses interest quickly and explores,,,3 - Indifferent,,,,,,,,,,,,,
5/1/2020 10:43:50,08-11-LJ,2,2019-11-06,Susan Turtle,,,NA,NA,NA,handler didn't stay in or near one spot and walked around continuously with the dog following.,,NA,"dog not called back, handler was speaking to another dog",,2 - Somewhat distracted (3-4),2 - rare,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,2 - Not great (3-4 attempts),dog was off lead,,3 - Good (2 attempts),dog went into adown from sit without being asked ,,4 - Excellent (1 attempt),4 - very settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,"dog removes towel before moving, towel not folded over",,1,4,5,6,6,4,3,5,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,2 - Mostly interested,dog sits,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,kong not placed on  ground but given to dog,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,handler had put dog into a sit as dog distraction dog had come out.,,1 - without any encouragement,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,5 - Constantly,1 - Never,1 - Never,2 - Rarely,4 - Mostly,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/1/2020 14:11:35,10-02-LH,1,2019-10-24,Allyce,,,3 - Occasionally,5 - Constantly,1 - Never,,,1 - on the first command,,,1 - Hardly distracted (1-2),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,Walks mostly next to handler - at times walks ahead.,,3 - Good (2 attempts),Broke stand due to whining dog in the crate - distraction. For the most part did excellently,,4 - Excellent (1 attempt),,,3 - Good (2 attempts),4 - very settled,,Did very well - only broke once. Was left in down for a long time because the monitor was going hay-wire so she might have been getting bored. When she was down she was nicely settled.,,1 - Refuse,2 - Reluctant,No,No,,Not happy with check on hind quarters and lay down here,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,Slight drop in tail carriage. With the first response handler gives treats and I think she was indifferent to it then as she was anticipating another reward from handler,,2,2,4,4,2,2,4,4,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,"5 - Overly interested, dog jumps at handler",Very enthralled and jumps out at handler twice,,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"7 - Extremely excited, run after dog instantly and playing around a lot",2 - on the second command or more,,Looked like she was going to make contact with the handler the first time but then changes her mind and carries on playing - came on second call.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Dog refused to enter the crate,,1 - slightly playful,3 - Always,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,dog on lead therefore I have marked as being held the whole time. ,,5 - Constantly,1 - Never,2 - Rarely,2 - Rarely,4 - Mostly,No,,,3 - calm approach,Frantic tail wagging but calm approach,,,"6 - strong reaction (jumping, running to/pawing at source of sound, vocalising)",,Ran towards can strongly and immediately - not sure if for can or assessor - didnt take notice of can on second loop. ,,,,,,,,,,,
5/1/2020 14:18:27,10-01-LF,1,2019-10-24,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,3 - Good (2 attempts),,,2 - Not great (3-4 attempts),dog slid down on the floor twice,,4 - Excellent (1 attempt),4 - very settled,,,,2 - Hesitant,3 - Cooperative,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,3,3,4,3,3,3,4,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,2 - Mostly interested,"sits, then gives a nudge to the handler",,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,handler walks towards the dog crate and calls the dog at the same time,,1 - without any encouragement,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,2 - Rarely,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/1/2020 14:30:40,10-04-LJ,1,2019-10-24,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,Body shakes (body sensitivity?) ,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,1 - Poor (5+ attempts),Constantly moving and changing position and breaking stand (sitting).,,3 - Good (2 attempts),Jumps at handler when assessor and handler begin laughing. Handler remarks on dog passing gas (stress?).,,3 - Good (2 attempts),4 - very settled,,Handler remains in crouched position next to the dog. Lay down on second attempt but there might have been some confusion. ,,4 - Willing,4 - Willing,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,2,2,2,3,2 - rare (1-2),2 - mild tension,"4 - positively looks at person, does not engage with them",,,,2 - Somewhat interested,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,3 - Actively follows the handler,Dog on lead so cannot take the kong anywhere but seemed to be very content with staying close and probably wouldnt have moved away anyway. A very short-lived favour of the left paw in the very beginning and then no use of any paws. ,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,Doesnt leave handlers side - definite mild interest though,,1 - without any encouragement,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,2 - indifferent;,,3 - calmly interacts with the handler,,,4 - Mostly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,,,1 - Indifferent,,,,4 - minor reaction,,Very minor change in body language - extremely quick recovery,,,,,,,,,,,
5/1/2020 14:49:21,08-12-LH,1,2019-09-23,Susan Turtle,,,2 - Rarely,4 - Regularly,1 - Never,dog out of view of camera at times due to the angle of the camera,,1 - on the first command,,,3 - Mostly distracted (5+),4 - regularly,4 - strong tension,1 - Dog walks out ahead the handler,,,1 - Poor (5+ attempts),,,2 - Not great (3-4 attempts),,,3 - Good (2 attempts),2 - slightly unsettled,,,,NA,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,3,3,4,3,3,3,4,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,"5 - Overly interested, dog jumps at handler",jumps at handler twice,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"6 - Very excited, runs after dog instantly",3 - does not respond accordingly,,"dog ran around, gave a few excitable bark. dog distraction took a while to get into crate",,"4 - won't go in, almost forced/did not go",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,4 - Mostly,1 - Never,3 - Occasionally,1 - Never,4 - Mostly,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/1/2020 14:54:14,10-04-LJ,2,2020-01-08,Allyce,,,2 - Rarely,5 - Constantly,2 - Rarely,Handler follows dog around more than dog follows handler around.,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),When handler starts speaking dog gets bored.,,4 - Excellent (1 attempt),,,4 - Excellent (1 attempt),4 - very settled,,,,4 - Willing,3 - Cooperative,No,No,,Not a full body check carried out - only head and fore-paws,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Sits on first response and doesnt seem phased however on second response she is hesitant to come too close to handler - even still she seems quite indifferent while cloth is on her back,,3,3,4,5,2,2,1,3,2 - rare (1-2),3 - moderate tension,5 - approaches the person,,Car wasnt working - scored on the stationary car.,,2 - Mostly interested,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,,Righ,"4 - Interacts with kong continuously, but intensely",1 - Stays close to handler,1 - Not bothered to let it go,,3 - Actively follows the handler,Dog on lead but I dont think she would have gone far off from the handler anyways as the handler occasionally drops the lead giving ample opportunity for the dog to move and she doesnt. Dog drops the kong of own accord when asked.,,"0 - Cautious, seeks handler support",0 - does not leave trainer's side/comes back without being called,,Delay in taking off the dogs lead which may have inhibited dogs natural initial reaction. Dog looks to handler for reward / praise / support. ,,2 - needs some encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,NA,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,Dont know if whine is from this dog or the one for distraction. Stayed standing the entire time - didnt move much but was looking at handler alot ,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,Slighly excited for a short time but quickly loses interest and explores.,,5 - Constantly,2 - Rarely,2 - Rarely,NA/Inaudible,1 - Never,No,,Not sure where the whining is coming from,3 - calm approach,Wagging tail - calm approach. Loses interest quickly,,,3 - Indifferent,,,,,,,,,,,,,
5/1/2020 15:47:30,08-12-LH,2,2019-11-06,Susan Turtle,,,2 - Rarely,4 - Regularly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,block lead used,,2 - Not great (3-4 attempts),,,4 - Excellent (1 attempt),,,3 - Good (2 attempts),3 - reasonably settled,,,,3 - Cooperative,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,2,4,4,3,3,3,4,3,2 - rare (1-2),2 - mild tension,5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler",dog jumps twice at handler,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,handler steps away from dog but dog stays in the same spot,,"6 - Very excited, runs after dog instantly",2 - on the second command or more,,handler walked towards the crate before he called the dog,,2 - needs some encouragement,3 - Occasionally,2 - Rarely,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,"3 - slightly excited, tail wagging",,4 - mild attention seeking,,,5 - Constantly,1 - Never,2 - Rarely,4 - Mostly,2 - Rarely,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
